team_list_member_id,team_list_id,pokemon_key,pokemon_id,slot_number,item_name,ability,nature,moves,source_name,source_url,source_record_id,extracted_at_utc,dataset_version
6658:6,6658,floette-mega,670,6,Floettite,Flower Veil,Modest,Dazzling Gleam|Draining Kiss|Calm Mind|Protect,Limitless VGC,https://limitlessvgc.com/teams/6658,435:6658:4927:6,2026-08-03 08:41:23.658111+00,0.2.0
6661:2,6661,tyranitar-mega,248,2,Tyranitarite,Sand Stream,Adamant,Rock Slide|Knock Off|Low Kick|Protect,Limitless VGC,https://limitlessvgc.com/teams/6661,435:6661:107:2,2026-08-03 08:41:23.658111+00,0.2.0
6663:4,6663,floette-mega,670,4,Floettite,Flower Veil,Timid,Dazzling Gleam|Draining Kiss|Protect|Calm Mind,Limitless VGC,https://limitlessvgc.com/teams/6663,435:6663:4160:4,2026-08-03 08:41:23.658111+00,0.2.0
6664:4,6664,blastoise-mega,9,4,Blastoisinite,Rain Dish,Modest,Water Spout|Dark Pulse|Shell Smash|Fake Out,Limitless VGC,https://limitlessvgc.com/teams/6664,435:6664:4798:4,2026-08-03 08:41:23.658111+00,0.2.0
6664:6,6664,kangaskhan-mega,115,6,Kangaskhanite,Scrappy,Adamant,Fake Out|Double-Edge|Hammer Arm|Ice Punch,Limitless VGC,https://limitlessvgc.com/teams/6664,435:6664:4798:6,2026-08-03 08:41:23.658111+00,0.2.0
6665:1,6665,charizard-mega-y,6,1,Charizardite Y,Solar Power,Modest,Weather Ball|Heat Wave|Protect|Solar Beam,Limitless VGC,https://limitlessvgc.com/teams/6665,435:6665:3499:1,2026-08-03 08:41:23.658111+00,0.2.0
6670:2,6670,camerupt-mega,323,2,Cameruptite,Solid Rock,Quiet,Protect|Heat Wave|Earth Power|Ancient Power,Limitless VGC,https://limitlessvgc.com/teams/6670,435:6670:2781:2,2026-08-03 08:41:23.658111+00,0.2.0
6674:2,6674,tyranitar-mega,248,2,Tyranitarite,Sand Stream,Adamant,Rock Slide|Knock Off|Ice Punch|Protect,Limitless VGC,https://limitlessvgc.com/teams/6674,435:6674:2863:2,2026-08-03 08:41:23.658111+00,0.2.0
6676:4,6676,charizard-mega-y,6,4,Charizardite Y,Blaze,Modest,Heat Wave|Solar Beam|Weather Ball|Protect,Limitless VGC,https://limitlessvgc.com/teams/6676,435:6676:4934:4,2026-08-03 08:41:23.658111+00,0.2.0
6681:1,6681,floette-mega,670,1,Floettite,Flower Veil,Timid,Draining Kiss|Dazzling Gleam|Calm Mind|Protect,Limitless VGC,https://limitlessvgc.com/teams/6681,435:6681:4103:1,2026-08-03 08:41:23.658111+00,0.2.0
6683:3,6683,tyranitar-mega,248,3,Tyranitarite,Sand Stream,Adamant,Knock Off|Rock Slide|Low Kick|Protect,Limitless VGC,https://limitlessvgc.com/teams/6683,435:6683:3574:3,2026-08-03 08:41:23.658111+00,0.2.0
6684:5,6684,blastoise-mega,9,5,Blastoisinite,Rain Dish,Modest,Water Spout|Dark Pulse|Shell Smash|Protect,Limitless VGC,https://limitlessvgc.com/teams/6684,435:6684:3468:5,2026-08-03 08:41:23.658111+00,0.2.0
6687:1,6687,floette-mega,670,1,Floettite,Flower Veil,Modest,Light of Ruin|Moonblast|Dazzling Gleam|Protect,Limitless VGC,https://limitlessvgc.com/teams/6687,435:6687:4937:1,2026-08-03 08:41:23.658111+00,0.2.0
6688:2,6688,charizard-mega-y,6,2,Charizardite Y,Blaze,Modest,Heat Wave|Solar Beam|Weather Ball|Protect,Limitless VGC,https://limitlessvgc.com/teams/6688,435:6688:4029:2,2026-08-03 08:41:23.658111+00,0.2.0
6691:6,6691,charizard-mega-y,6,6,Charizardite Y,Blaze,Modest,Heat Wave|Weather Ball|Solar Beam|Protect,Limitless VGC,https://limitlessvgc.com/teams/6691,435:6691:4938:6,2026-08-03 08:41:23.658111+00,0.2.0
6451:2,6451,tyranitar-mega,248,2,Tyranitarite,Sand Stream,Adamant,Rock Slide|Knock Off|Protect|Low Kick,Limitless VGC,https://limitlessvgc.com/teams/6451,434:6451:1260:2,2026-08-03 08:41:23.658111+00,0.2.0
6452:1,6452,floette-mega,670,1,Floettite,Fairy Aura,Modest,Dazzling Gleam|Protect|Calm Mind|Draining Kiss,Limitless VGC,https://limitlessvgc.com/teams/6452,434:6452:129:1,2026-08-03 08:41:23.658111+00,0.2.0
6455:6,6455,charizard-mega-y,6,6,Charizardite Y,Solar Power,Modest,Weather Ball|Heat Wave|Solar Beam|Protect,Limitless VGC,https://limitlessvgc.com/teams/6455,434:6455:4077:6,2026-08-03 08:41:23.658111+00,0.2.0
6460:6,6460,dragonite-mega,149,6,Dragoninite,Multiscale,Timid,Dragon Pulse|Flamethrower|Extreme Speed|Protect,Limitless VGC,https://limitlessvgc.com/teams/6460,434:6460:161:6,2026-08-03 08:41:23.658111+00,0.2.0
6464:1,6464,tyranitar-mega,248,1,Tyranitarite,Sand Stream,Jolly,Rock Slide|Knock Off|Protect|Dragon Dance,Limitless VGC,https://limitlessvgc.com/teams/6464,434:6464:2678:1,2026-08-03 08:41:23.658111+00,0.2.0
6469:5,6469,charizard-mega-y,6,5,Charizardite Y,Blaze,Modest,Heat Wave|Weather Ball|Solar Beam|Protect,Limitless VGC,https://limitlessvgc.com/teams/6469,434:6469:1563:5,2026-08-03 08:41:23.658111+00,0.2.0
6470:4,6470,aerodactyl-mega,142,4,Aerodactylite,Unnerve,Jolly,Rock Slide|Tailwind|Wide Guard|Dual Wingbeat,Limitless VGC,https://limitlessvgc.com/teams/6470,434:6470:150:4,2026-08-03 08:41:23.658111+00,0.2.0
6472:2,6472,floette-mega,670,2,Floettite,Flower Veil,Modest,Protect|Calm Mind|Draining Kiss|Moonblast,Limitless VGC,https://limitlessvgc.com/teams/6472,434:6472:2212:2,2026-08-03 08:41:23.658111+00,0.2.0
6475:4,6475,aerodactyl-mega,142,4,Aerodactylite,Unnerve,Jolly,Rock Slide|Dual Wingbeat|Tailwind|Wide Guard,Limitless VGC,https://limitlessvgc.com/teams/6475,434:6475:1274:4,2026-08-03 08:41:23.658111+00,0.2.0
6476:6,6476,dragonite-mega,149,6,Dragoninite,Multiscale,Timid,Dragon Pulse|Air Slash|Thunderbolt|Protect,Limitless VGC,https://limitlessvgc.com/teams/6476,434:6476:1810:6,2026-08-03 08:41:23.658111+00,0.2.0
6478:1,6478,gengar-mega,94,1,Gengarite,Cursed Body,Timid,Perish Song|Protect|Shadow Ball|Disable,Limitless VGC,https://limitlessvgc.com/teams/6478,434:6478:2180:1,2026-08-03 08:41:23.658111+00,0.2.0
6480:1,6480,charizard-mega-y,6,1,Charizardite Y,Blaze,Modest,Heat Wave|Weather Ball|Solar Beam|Protect,Limitless VGC,https://limitlessvgc.com/teams/6480,434:6480:2942:1,2026-08-03 08:41:23.658111+00,0.2.0
6481:2,6481,floette-mega,670,2,Floettite,Flower Veil,Modest,Moonblast|Dazzling Gleam|Light of Ruin|Protect,Limitless VGC,https://limitlessvgc.com/teams/6481,434:6481:1580:2,2026-08-03 08:41:23.658111+00,0.2.0
6482:1,6482,dragonite-mega,149,1,Dragoninite,Inner Focus,Modest,Dragon Pulse|Hurricane|Tailwind|Protect,Limitless VGC,https://limitlessvgc.com/teams/6482,434:6482:3340:1,2026-08-03 08:41:23.658111+00,0.2.0
6485:2,6485,aerodactyl-mega,142,2,Aerodactylite,Unnerve,Jolly,Rock Slide|Dual Wingbeat|Ice Fang|Protect,Limitless VGC,https://limitlessvgc.com/teams/6485,434:6485:3265:2,2026-08-03 08:41:23.658111+00,0.2.0
6486:4,6486,aerodactyl-mega,142,4,Aerodactylite,Unnerve,Jolly,Rock Slide|Dual Wingbeat|Tailwind|Wide Guard,Limitless VGC,https://limitlessvgc.com/teams/6486,434:6486:4885:4,2026-08-03 08:41:23.658111+00,0.2.0
6486:6,6486,charizard-mega-y,6,6,Charizardite Y,Blaze,Modest,Heat Wave|Weather Ball|Solar Beam|Protect,Limitless VGC,https://limitlessvgc.com/teams/6486,434:6486:4885:6,2026-08-03 08:41:23.658111+00,0.2.0
6491:6,6491,floette-mega,670,6,Floettite,Flower Veil,Modest,Light of Ruin|Moonblast|Dazzling Gleam|Protect,Limitless VGC,https://limitlessvgc.com/teams/6491,434:6491:1121:6,2026-08-03 08:41:23.658111+00,0.2.0
6582:2,6582,sylveon,700,2,Fairy Feather,Pixilate,Modest,Detect|Hyper Voice|Yawn|Quick Attack,Limitless VGC,https://limitlessvgc.com/teams/6582,435:6582:1507:2,2026-08-03 08:41:23.658111+00,0.2.0
6693:5,6693,kingambit,983,5,Focus Sash,Defiant,Adamant,Kowtow Cleave|Iron Head|Sucker Punch|Low Kick,Limitless VGC,https://limitlessvgc.com/teams/6693,436:6693:33:5,2026-08-03 08:41:23.658111+00,0.2.0
6694:2,6694,toxapex,748,2,Leftovers,Regenerator,Bold,Baneful Bunker|Infestation|Toxic|Wide Guard,Limitless VGC,https://limitlessvgc.com/teams/6694,436:6694:1121:2,2026-08-03 08:41:23.658111+00,0.2.0
6695:2,6695,whimsicott,547,2,Focus Sash,Prankster,Timid,Moonblast|Encore|Tailwind|Protect,Limitless VGC,https://limitlessvgc.com/teams/6695,436:6695:272:2,2026-08-03 08:41:23.658111+00,0.2.0
6696:5,6696,basculegion-male,902,5,Mystic Water,Adaptability,Adamant,Wave Crash|Last Respects|Aqua Jet|Protect,Limitless VGC,https://limitlessvgc.com/teams/6696,436:6696:1127:5,2026-08-03 08:41:23.658111+00,0.2.0
6697:2,6697,ceruledge,937,2,Colbur Berry,Flash Fire,Adamant,Protect|Shadow Sneak|Bitter Blade|Bulk Up,Limitless VGC,https://limitlessvgc.com/teams/6697,436:6697:1234:2,2026-08-03 08:41:23.658111+00,0.2.0
6698:1,6698,incineroar,727,1,Sitrus Berry,Intimidate,Impish,Fake Out|Flare Blitz|Parting Shot|Throat Chop,Limitless VGC,https://limitlessvgc.com/teams/6698,436:6698:1462:1,2026-08-03 08:41:23.658111+00,0.2.0
6699:5,6699,basculegion-male,902,5,Sitrus Berry,Adaptability,Adamant,Protect|Wave Crash|Last Respects|Aqua Jet,Limitless VGC,https://limitlessvgc.com/teams/6699,436:6699:110:5,2026-08-03 08:41:23.658111+00,0.2.0
6700:1,6700,sneasler,903,1,White Herb,Unburden,Adamant,Protect|Fake Out|Gunk Shot|Close Combat,Limitless VGC,https://limitlessvgc.com/teams/6700,436:6700:1037:1,2026-08-03 08:41:23.658111+00,0.2.0
6701:4,6701,sneasler,903,4,White Herb,Unburden,Jolly,Gunk Shot|Fake Out|Close Combat|Acrobatics,Limitless VGC,https://limitlessvgc.com/teams/6701,436:6701:2944:4,2026-08-03 08:41:23.658111+00,0.2.0
6701:6,6701,weavile,461,6,Focus Sash,Pickpocket,Jolly,Triple Axel|Fake Out|Upper Hand|Feint,Limitless VGC,https://limitlessvgc.com/teams/6701,436:6701:2944:6,2026-08-03 08:41:23.658111+00,0.2.0
6702:5,6702,kingambit,983,5,Black Glasses,Defiant,Adamant,Kowtow Cleave|Sucker Punch|Low Kick|Protect,Limitless VGC,https://limitlessvgc.com/teams/6702,436:6702:1742:5,2026-08-03 08:41:23.658111+00,0.2.0
6703:5,6703,incineroar,727,5,Charcoal,Intimidate,Brave,Flare Blitz|Darkest Lariat|Fake Out|Parting Shot,Limitless VGC,https://limitlessvgc.com/teams/6703,436:6703:2586:5,2026-08-03 08:41:23.658111+00,0.2.0
6704:4,6704,ceruledge,937,4,Colbur Berry,Flash Fire,Adamant,Bitter Blade|Shadow Sneak|Swords Dance|Protect,Limitless VGC,https://limitlessvgc.com/teams/6704,436:6704:2154:4,2026-08-03 08:41:23.658111+00,0.2.0
6705:3,6705,farigiraf,981,3,Sitrus Berry,Armor Tail,Bold,Trick Room|Twin Beam|Roar|Thunderbolt,Limitless VGC,https://limitlessvgc.com/teams/6705,436:6705:28:3,2026-08-03 08:41:23.658111+00,0.2.0
6686:5,6686,venusaur,3,5,Focus Sash,Chlorophyll,Timid,Sludge Bomb|Earth Power|Sleep Powder|Protect,Limitless VGC,https://limitlessvgc.com/teams/6686,435:6686:4936:5,2026-08-03 08:41:23.658111+00,0.2.0
6707:1,6707,kingambit,983,1,Black Glasses,Defiant,Adamant,Kowtow Cleave|Sucker Punch|Protect|Iron Head,Limitless VGC,https://limitlessvgc.com/teams/6707,436:6707:1803:1,2026-08-03 08:41:23.658111+00,0.2.0
6710:5,6710,basculegion-male,902,5,Choice Scarf,Adaptability,Jolly,Wave Crash|Aqua Jet|Flip Turn|Last Respects,Limitless VGC,https://limitlessvgc.com/teams/6710,436:6710:4939:5,2026-08-03 08:41:23.658111+00,0.2.0
6554:5,6554,garchomp,445,5,Choice Scarf,Rough Skin,Adamant,Rock Slide|Dragon Claw|Stomping Tantrum|Earthquake,Limitless VGC,https://limitlessvgc.com/teams/6554,434:6554:4903:5,2026-08-03 08:41:23.658111+00,0.2.0
6712:2,6712,whimsicott,547,2,Focus Sash,Prankster,Timid,Moonblast|Encore|Tailwind|Protect,Limitless VGC,https://limitlessvgc.com/teams/6712,436:6712:1947:2,2026-08-03 08:41:23.658111+00,0.2.0
6714:1,6714,corviknight,823,1,Leftovers,Mirror Armor,Adamant,Brave Bird|Iron Head|Protect|Tailwind,Limitless VGC,https://limitlessvgc.com/teams/6714,436:6714:4761:1,2026-08-03 08:41:23.658111+00,0.2.0
6715:5,6715,basculegion-male,902,5,Focus Sash,Adaptability,Adamant,Liquidation|Last Respects|Aqua Jet|Protect,Limitless VGC,https://limitlessvgc.com/teams/6715,436:6715:3179:5,2026-08-03 08:41:23.658111+00,0.2.0
6717:1,6717,sneasler,903,1,Focus Sash,Poison Touch,Jolly,Close Combat|Dire Claw|Fake Out|Protect,Limitless VGC,https://limitlessvgc.com/teams/6717,436:6717:129:1,2026-08-03 08:41:23.658111+00,0.2.0
6718:3,6718,sneasler,903,3,Focus Sash,Poison Touch,Jolly,Fake Out|Poison Jab|Close Combat|Protect,Limitless VGC,https://limitlessvgc.com/teams/6718,436:6718:1274:3,2026-08-03 08:41:23.658111+00,0.2.0
6718:6,6718,incineroar,727,6,Sitrus Berry,Intimidate,Careful,Fake Out|Flare Blitz|Throat Chop|Parting Shot,Limitless VGC,https://limitlessvgc.com/teams/6718,436:6718:1274:6,2026-08-03 08:41:23.658111+00,0.2.0
6719:2,6719,farigiraf,981,2,Sitrus Berry,Armor Tail,Relaxed,Psychic|Trick Room|Thunderbolt|Protect,Limitless VGC,https://limitlessvgc.com/teams/6719,436:6719:1686:2,2026-08-03 08:41:23.658111+00,0.2.0
6720:1,6720,kingambit,983,1,Occa Berry,Defiant,Adamant,Kowtow Cleave|Iron Head|Sucker Punch|Protect,Limitless VGC,https://limitlessvgc.com/teams/6720,436:6720:4940:1,2026-08-03 08:41:23.658111+00,0.2.0
6721:1,6721,kingambit,983,1,Black Glasses,Defiant,Adamant,Kowtow Cleave|Sucker Punch|Swords Dance|Protect,Limitless VGC,https://limitlessvgc.com/teams/6721,436:6721:3989:1,2026-08-03 08:41:23.658111+00,0.2.0
6722:1,6722,basculegion-male,902,1,Sitrus Berry,Adaptability,Adamant,Last Respects|Aqua Jet|Wave Crash|Protect,Limitless VGC,https://limitlessvgc.com/teams/6722,436:6722:2281:1,2026-08-03 08:41:23.658111+00,0.2.0
6723:3,6723,basculegion-male,902,3,Choice Scarf,Adaptability,Jolly,Wave Crash|Last Respects|Aqua Jet|Flip Turn,Limitless VGC,https://limitlessvgc.com/teams/6723,436:6723:2827:3,2026-08-03 08:41:23.658111+00,0.2.0
6723:4,6723,kingambit,983,4,Black Glasses,Defiant,Adamant,Kowtow Cleave|Swords Dance|Sucker Punch|Protect,Limitless VGC,https://limitlessvgc.com/teams/6723,436:6723:2827:4,2026-08-03 08:41:23.658111+00,0.2.0
6724:5,6724,sneasler,903,5,Focus Sash,Poison Touch,Jolly,Dire Claw|Close Combat|Quick Guard|Fake Out,Limitless VGC,https://limitlessvgc.com/teams/6724,436:6724:536:5,2026-08-03 08:41:23.658111+00,0.2.0
6725:3,6725,incineroar,727,3,Chople Berry,Intimidate,Adamant,Flare Blitz|Throat Chop|Fake Out|Parting Shot,Limitless VGC,https://limitlessvgc.com/teams/6725,436:6725:1023:3,2026-08-03 08:41:23.658111+00,0.2.0
6725:6,6725,kingambit,983,6,Black Glasses,Defiant,Adamant,Kowtow Cleave|Sucker Punch|Swords Dance|Protect,Limitless VGC,https://limitlessvgc.com/teams/6725,436:6725:1023:6,2026-08-03 08:41:23.658111+00,0.2.0
6728:3,6728,talonflame,663,3,Sharp Beak,Gale Wings,Jolly,Brave Bird|Flare Blitz|Tailwind|Protect,Limitless VGC,https://limitlessvgc.com/teams/6728,436:6728:199:3,2026-08-03 08:41:23.658111+00,0.2.0
6728:4,6728,basculegion-male,902,4,Mystic Water,Adaptability,Adamant,Wave Crash|Aqua Jet|Last Respects|Protect,Limitless VGC,https://limitlessvgc.com/teams/6728,436:6728:199:4,2026-08-03 08:41:23.658111+00,0.2.0
6728:6,6728,maushold-family-of-four,925,6,Focus Sash,Friend Guard,Jolly,Super Fang|Follow Me|Feint|Protect,Limitless VGC,https://limitlessvgc.com/teams/6728,436:6728:199:6,2026-08-03 08:41:23.658111+00,0.2.0
6730:5,6730,corviknight,823,5,Leftovers,Mirror Armor,Impish,Brave Bird|Bulk Up|Tailwind|Roost,Limitless VGC,https://limitlessvgc.com/teams/6730,436:6730:4941:5,2026-08-03 08:41:23.658111+00,0.2.0
6731:1,6731,whimsicott,547,1,Focus Sash,Prankster,Timid,Moonblast|Tailwind|Protect|Encore,Limitless VGC,https://limitlessvgc.com/teams/6731,436:6731:4942:1,2026-08-03 08:41:23.658111+00,0.2.0
6733:2,6733,kingambit,983,2,Black Glasses,Defiant,Adamant,Kowtow Cleave|Sucker Punch|Swords Dance|Protect,Limitless VGC,https://limitlessvgc.com/teams/6733,436:6733:2353:2,2026-08-03 08:41:23.658111+00,0.2.0
6734:3,6734,garchomp,445,3,Sitrus Berry,Rough Skin,Jolly,Dragon Claw|Earthquake|Rock Slide|Protect,Limitless VGC,https://limitlessvgc.com/teams/6734,436:6734:157:3,2026-08-03 08:41:23.658111+00,0.2.0
6734:4,6734,basculegion-male,902,4,Mystic Water,Adaptability,Adamant,Last Respects|Wave Crash|Aqua Jet|Protect,Limitless VGC,https://limitlessvgc.com/teams/6734,436:6734:157:4,2026-08-03 08:41:23.658111+00,0.2.0
6736:1,6736,sylveon,700,1,Fairy Feather,Pixilate,Modest,Protect|Moonblast|Hyper Voice|Quick Attack,Limitless VGC,https://limitlessvgc.com/teams/6736,436:6736:402:1,2026-08-03 08:41:23.658111+00,0.2.0
6737:5,6737,basculegion-male,902,5,Sitrus Berry,Adaptability,Adamant,Wave Crash|Last Respects|Aqua Jet|Protect,Limitless VGC,https://limitlessvgc.com/teams/6737,436:6737:4943:5,2026-08-03 08:41:23.658111+00,0.2.0
6738:1,6738,kingambit,983,1,Chople Berry,Defiant,Adamant,Kowtow Cleave|Sucker Punch|Iron Head|Low Kick,Limitless VGC,https://limitlessvgc.com/teams/6738,436:6738:4944:1,2026-08-03 08:41:23.658111+00,0.2.0
6741:5,6741,kingambit,983,5,Occa Berry,Defiant,Adamant,Protect|Sucker Punch|Kowtow Cleave|Iron Head,Limitless VGC,https://limitlessvgc.com/teams/6741,436:6741:1787:5,2026-08-03 08:41:23.658111+00,0.2.0
6742:5,6742,kingambit,983,5,Black Glasses,Defiant,Adamant,Kowtow Cleave|Iron Head|Sucker Punch|Protect,Limitless VGC,https://limitlessvgc.com/teams/6742,436:6742:1810:5,2026-08-03 08:41:23.658111+00,0.2.0
6743:2,6743,whimsicott,547,2,Focus Sash,Prankster,Timid,Moonblast|Tailwind|Encore|Protect,Limitless VGC,https://limitlessvgc.com/teams/6743,436:6743:182:2,2026-08-03 08:41:23.658111+00,0.2.0
6744:1,6744,basculegion-male,902,1,Choice Scarf,Adaptability,Jolly,Last Respects|Flip Turn|Aqua Jet|Wave Crash,Limitless VGC,https://limitlessvgc.com/teams/6744,436:6744:4945:1,2026-08-03 08:41:23.658111+00,0.2.0
6745:2,6745,archaludon,1018,2,Leftovers,Stamina,Modest,Electro Shot|Dragon Pulse|Flash Cannon|Protect,Limitless VGC,https://limitlessvgc.com/teams/6745,436:6745:1977:2,2026-08-03 08:41:23.658111+00,0.2.0
6746:1,6746,kingambit,983,1,Black Glasses,Defiant,Adamant,Kowtow Cleave|Sucker Punch|Protect|Swords Dance,Limitless VGC,https://limitlessvgc.com/teams/6746,436:6746:4946:1,2026-08-03 08:41:23.658111+00,0.2.0
6747:3,6747,garchomp,445,3,Choice Scarf,Sand Veil,Adamant,Earthquake|Dragon Claw|Rock Slide|Stomping Tantrum,Limitless VGC,https://limitlessvgc.com/teams/6747,436:6747:188:3,2026-08-03 08:41:23.658111+00,0.2.0
6747:6,6747,rotom-wash,479,6,Leftovers,Levitate,Bold,Hydro Pump|Thunderbolt|Will-O-Wisp|Protect,Limitless VGC,https://limitlessvgc.com/teams/6747,436:6747:188:6,2026-08-03 08:41:23.658111+00,0.2.0
6748:2,6748,garchomp,445,2,Roseli Berry,Rough Skin,Jolly,Dragon Claw|Earthquake|Poison Jab|Rock Slide,Limitless VGC,https://limitlessvgc.com/teams/6748,436:6748:1287:2,2026-08-03 08:41:23.658111+00,0.2.0
6749:1,6749,sylveon,700,1,Fairy Feather,Pixilate,Modest,Hyper Voice|Hyper Beam|Quick Attack|Detect,Limitless VGC,https://limitlessvgc.com/teams/6749,436:6749:4947:1,2026-08-03 08:41:23.658111+00,0.2.0
6750:2,6750,sneasler,903,2,Focus Sash,Poison Touch,Jolly,Close Combat|Gunk Shot|Fake Out|Quick Guard,Limitless VGC,https://limitlessvgc.com/teams/6750,436:6750:4803:2,2026-08-03 08:41:23.658111+00,0.2.0
6752:5,6752,kingambit,983,5,Black Glasses,Defiant,Adamant,Kowtow Cleave|Swords Dance|Sucker Punch|Protect,Limitless VGC,https://limitlessvgc.com/teams/6752,436:6752:2750:5,2026-08-03 08:41:23.658111+00,0.2.0
6753:2,6753,sneasler,903,2,Focus Sash,Unburden,Naïve,Protect|Fake Out|Close Combat|Dire Claw,Limitless VGC,https://limitlessvgc.com/teams/6753,436:6753:4318:2,2026-08-03 08:41:23.658111+00,0.2.0
6755:5,6755,sylveon,700,5,Leftovers,Pixilate,Modest,Detect|Moonblast|Calm Mind|Hyper Voice,Limitless VGC,https://limitlessvgc.com/teams/6755,436:6755:1130:5,2026-08-03 08:41:23.658111+00,0.2.0
6757:5,6757,lycanroc-dusk,745,5,Focus Sash,Tough Claws,Adamant,Close Combat|Accelerock|Rock Slide|Protect,Limitless VGC,https://limitlessvgc.com/teams/6757,436:6757:4474:5,2026-08-03 08:41:23.658111+00,0.2.0
6758:2,6758,sylveon,700,2,Fairy Feather,Pixilate,Modest,Detect|Hyper Voice|Yawn|Hyper Beam,Limitless VGC,https://limitlessvgc.com/teams/6758,436:6758:4846:2,2026-08-03 08:41:23.658111+00,0.2.0
6760:5,6760,basculegion-male,902,5,Choice Scarf,Adaptability,Jolly,Wave Crash|Last Respects|Aqua Jet|Flip Turn,Limitless VGC,https://limitlessvgc.com/teams/6760,436:6760:4054:5,2026-08-03 08:41:23.658111+00,0.2.0
6761:1,6761,basculegion-male,902,1,Sitrus Berry,Adaptability,Adamant,Wave Crash|Last Respects|Aqua Jet|Protect,Limitless VGC,https://limitlessvgc.com/teams/6761,436:6761:4044:1,2026-08-03 08:41:23.658111+00,0.2.0
6762:1,6762,milotic,350,1,Leftovers,Competitive,Calm,Muddy Water|Life Dew|Coil|Hypnosis,Limitless VGC,https://limitlessvgc.com/teams/6762,436:6762:3296:1,2026-08-03 08:41:23.658111+00,0.2.0
6763:3,6763,archaludon,1018,3,Leftovers,Stamina,Modest,Electro Shot|Flash Cannon|Dragon Pulse|Protect,Limitless VGC,https://limitlessvgc.com/teams/6763,436:6763:610:3,2026-08-03 08:41:23.658111+00,0.2.0
6763:4,6763,sableye,302,4,Roseli Berry,Prankster,Sassy,Reflect|Light Screen|Rain Dance|Encore,Limitless VGC,https://limitlessvgc.com/teams/6763,436:6763:610:4,2026-08-03 08:41:23.658111+00,0.2.0
6763:6,6763,basculegion-male,902,6,Choice Scarf,Adaptability,Jolly,Last Respects|Wave Crash|Flip Turn|Aqua Jet,Limitless VGC,https://limitlessvgc.com/teams/6763,436:6763:610:6,2026-08-03 08:41:23.658111+00,0.2.0
6764:5,6764,basculegion-male,902,5,Focus Sash,Adaptability,Adamant,Last Respects|Liquidation|Aqua Jet|Protect,Limitless VGC,https://limitlessvgc.com/teams/6764,436:6764:4063:5,2026-08-03 08:41:23.658111+00,0.2.0
6765:1,6765,incineroar,727,1,Sitrus Berry,Intimidate,Impish,Flare Blitz|Parting Shot|Fake Out|Throat Chop,Limitless VGC,https://limitlessvgc.com/teams/6765,436:6765:1890:1,2026-08-03 08:41:23.658111+00,0.2.0
6766:3,6766,sinistcha,1013,3,Colbur Berry,Hospitality,Calm,Matcha Gotcha|Trick Room|Rage Powder|Protect,Limitless VGC,https://limitlessvgc.com/teams/6766,436:6766:4813:3,2026-08-03 08:41:23.658111+00,0.2.0
6766:4,6766,incineroar,727,4,Chople Berry,Intimidate,Sassy,Fake Out|Protect|Flare Blitz|Parting Shot,Limitless VGC,https://limitlessvgc.com/teams/6766,436:6766:4813:4,2026-08-03 08:41:23.658111+00,0.2.0
6767:3,6767,basculegion-male,902,3,Focus Sash,Adaptability,Adamant,Liquidation|Aqua Jet|Last Respects|Protect,Limitless VGC,https://limitlessvgc.com/teams/6767,436:6767:4948:3,2026-08-03 08:41:23.658111+00,0.2.0
6767:4,6767,farigiraf,981,4,Sitrus Berry,Armor Tail,Quiet,Psychic|Trick Room|Thunderbolt|Helping Hand,Limitless VGC,https://limitlessvgc.com/teams/6767,436:6767:4948:4,2026-08-03 08:41:23.658111+00,0.2.0
6499:1,6499,espathra,956,1,Focus Sash,Speed Boost,Timid,Lumina Crash|Rain Dance|Helping Hand|Protect,Limitless VGC,https://limitlessvgc.com/teams/6499,434:6499:3298:1,2026-08-03 08:41:23.658111+00,0.2.0
6768:4,6768,garchomp,445,4,Choice Scarf,Rough Skin,Adamant,Dragon Claw|Stomping Tantrum|Rock Slide|Earthquake,Limitless VGC,https://limitlessvgc.com/teams/6768,436:6768:1398:4,2026-08-03 08:41:23.658111+00,0.2.0
6768:6,6768,gyarados,130,6,Sitrus Berry,Intimidate,Careful,Waterfall|Thunder Wave|Ice Fang|Helping Hand,Limitless VGC,https://limitlessvgc.com/teams/6768,436:6768:1398:6,2026-08-03 08:41:23.658111+00,0.2.0
6769:2,6769,incineroar,727,2,Passho Berry,Intimidate,Careful,Flare Blitz|Throat Chop|Fake Out|Parting Shot,Limitless VGC,https://limitlessvgc.com/teams/6769,436:6769:2157:2,2026-08-03 08:41:23.658111+00,0.2.0
6771:1,6771,sneasler,903,1,White Herb,Unburden,Jolly,Protect|Close Combat|Dire Claw|Fake Out,Limitless VGC,https://limitlessvgc.com/teams/6771,436:6771:151:1,2026-08-03 08:41:23.658111+00,0.2.0
6772:3,6772,kingambit,983,3,Black Glasses,Defiant,Adamant,Kowtow Cleave|Protect|Sucker Punch|Swords Dance,Limitless VGC,https://limitlessvgc.com/teams/6772,436:6772:1586:3,2026-08-03 08:41:23.658111+00,0.2.0
6772:4,6772,dragonite,149,4,Dragon Fang,Multiscale,Adamant,Protect|Extreme Speed|Dragon Claw|Low Kick,Limitless VGC,https://limitlessvgc.com/teams/6772,436:6772:1586:4,2026-08-03 08:41:23.658111+00,0.2.0
