pokemon_id,pokemon_name,form_name,hp,attack,defense,sp_attack,sp_defense,speed,stat_total,source_name,source_url,source_record_id,extracted_at_utc,dataset_version
711,gourgeist,gourgeist-large,75,95,122,58,75,69,494,PokéAPI,https://pokeapi.co/api/v2/pokemon/gourgeist-large,10031,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
711,gourgeist,gourgeist-super,85,100,122,58,75,54,494,PokéAPI,https://pokeapi.co/api/v2/pokemon/gourgeist-super,10032,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
3,venusaur,venusaur-mega,80,100,123,122,120,80,625,PokéAPI,https://pokeapi.co/api/v2/pokemon/venusaur-mega,10033,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
6,charizard,charizard-mega-x,78,130,111,130,85,100,634,PokéAPI,https://pokeapi.co/api/v2/pokemon/charizard-mega-x,10034,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
6,charizard,charizard-mega-y,78,104,78,159,115,100,634,PokéAPI,https://pokeapi.co/api/v2/pokemon/charizard-mega-y,10035,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
9,blastoise,blastoise-mega,79,103,120,135,115,78,630,PokéAPI,https://pokeapi.co/api/v2/pokemon/blastoise-mega,10036,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
65,alakazam,alakazam-mega,55,50,65,175,105,150,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/alakazam-mega,10037,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
94,gengar,gengar-mega,60,65,80,170,95,130,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/gengar-mega,10038,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
115,kangaskhan,kangaskhan-mega,105,125,100,60,100,100,590,PokéAPI,https://pokeapi.co/api/v2/pokemon/kangaskhan-mega,10039,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
127,pinsir,pinsir-mega,65,155,120,65,90,105,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/pinsir-mega,10040,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
130,gyarados,gyarados-mega,95,155,109,70,130,81,640,PokéAPI,https://pokeapi.co/api/v2/pokemon/gyarados-mega,10041,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
142,aerodactyl,aerodactyl-mega,80,135,85,70,95,150,615,PokéAPI,https://pokeapi.co/api/v2/pokemon/aerodactyl-mega,10042,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
150,mewtwo,mewtwo-mega-x,106,190,100,154,100,130,780,PokéAPI,https://pokeapi.co/api/v2/pokemon/mewtwo-mega-x,10043,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
150,mewtwo,mewtwo-mega-y,106,150,70,194,120,140,780,PokéAPI,https://pokeapi.co/api/v2/pokemon/mewtwo-mega-y,10044,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
181,ampharos,ampharos-mega,90,95,105,165,110,45,610,PokéAPI,https://pokeapi.co/api/v2/pokemon/ampharos-mega,10045,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
212,scizor,scizor-mega,70,150,140,65,100,75,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/scizor-mega,10046,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
214,heracross,heracross-mega,80,185,115,40,105,75,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/heracross-mega,10047,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
229,houndoom,houndoom-mega,75,90,90,140,90,115,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/houndoom-mega,10048,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
248,tyranitar,tyranitar-mega,100,164,150,95,120,71,700,PokéAPI,https://pokeapi.co/api/v2/pokemon/tyranitar-mega,10049,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
257,blaziken,blaziken-mega,80,160,80,130,80,100,630,PokéAPI,https://pokeapi.co/api/v2/pokemon/blaziken-mega,10050,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
282,gardevoir,gardevoir-mega,68,85,65,165,135,100,618,PokéAPI,https://pokeapi.co/api/v2/pokemon/gardevoir-mega,10051,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
303,mawile,mawile-mega,50,105,125,55,95,50,480,PokéAPI,https://pokeapi.co/api/v2/pokemon/mawile-mega,10052,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
306,aggron,aggron-mega,70,140,230,60,80,50,630,PokéAPI,https://pokeapi.co/api/v2/pokemon/aggron-mega,10053,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
308,medicham,medicham-mega,60,100,85,80,85,100,510,PokéAPI,https://pokeapi.co/api/v2/pokemon/medicham-mega,10054,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
310,manectric,manectric-mega,70,75,80,135,80,135,575,PokéAPI,https://pokeapi.co/api/v2/pokemon/manectric-mega,10055,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
354,banette,banette-mega,64,165,75,93,83,75,555,PokéAPI,https://pokeapi.co/api/v2/pokemon/banette-mega,10056,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
359,absol,absol-mega,65,150,60,115,60,115,565,PokéAPI,https://pokeapi.co/api/v2/pokemon/absol-mega,10057,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
445,garchomp,garchomp-mega,108,170,115,120,95,92,700,PokéAPI,https://pokeapi.co/api/v2/pokemon/garchomp-mega,10058,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
448,lucario,lucario-mega,70,145,88,140,70,112,625,PokéAPI,https://pokeapi.co/api/v2/pokemon/lucario-mega,10059,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
460,abomasnow,abomasnow-mega,90,132,105,132,105,30,594,PokéAPI,https://pokeapi.co/api/v2/pokemon/abomasnow-mega,10060,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
670,floette,floette-eternal,74,65,67,125,128,92,551,PokéAPI,https://pokeapi.co/api/v2/pokemon/floette-eternal,10061,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
380,latias,latias-mega,80,100,120,140,150,110,700,PokéAPI,https://pokeapi.co/api/v2/pokemon/latias-mega,10062,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
381,latios,latios-mega,80,130,100,160,120,110,700,PokéAPI,https://pokeapi.co/api/v2/pokemon/latios-mega,10063,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
260,swampert,swampert-mega,100,150,110,95,110,70,635,PokéAPI,https://pokeapi.co/api/v2/pokemon/swampert-mega,10064,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
254,sceptile,sceptile-mega,70,110,75,145,85,145,630,PokéAPI,https://pokeapi.co/api/v2/pokemon/sceptile-mega,10065,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
302,sableye,sableye-mega,50,85,125,85,115,20,480,PokéAPI,https://pokeapi.co/api/v2/pokemon/sableye-mega,10066,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
334,altaria,altaria-mega,75,110,110,110,105,80,590,PokéAPI,https://pokeapi.co/api/v2/pokemon/altaria-mega,10067,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
475,gallade,gallade-mega,68,165,95,65,115,110,618,PokéAPI,https://pokeapi.co/api/v2/pokemon/gallade-mega,10068,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
531,audino,audino-mega,103,60,126,80,126,50,545,PokéAPI,https://pokeapi.co/api/v2/pokemon/audino-mega,10069,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
319,sharpedo,sharpedo-mega,70,140,70,110,65,105,560,PokéAPI,https://pokeapi.co/api/v2/pokemon/sharpedo-mega,10070,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
80,slowbro,slowbro-mega,95,75,180,130,80,30,590,PokéAPI,https://pokeapi.co/api/v2/pokemon/slowbro-mega,10071,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
208,steelix,steelix-mega,75,125,230,55,95,30,610,PokéAPI,https://pokeapi.co/api/v2/pokemon/steelix-mega,10072,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
18,pidgeot,pidgeot-mega,83,80,80,135,80,121,579,PokéAPI,https://pokeapi.co/api/v2/pokemon/pidgeot-mega,10073,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
362,glalie,glalie-mega,80,120,80,120,80,100,580,PokéAPI,https://pokeapi.co/api/v2/pokemon/glalie-mega,10074,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
719,diancie,diancie-mega,50,160,110,160,110,110,700,PokéAPI,https://pokeapi.co/api/v2/pokemon/diancie-mega,10075,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
376,metagross,metagross-mega,80,145,150,105,110,110,700,PokéAPI,https://pokeapi.co/api/v2/pokemon/metagross-mega,10076,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
382,kyogre,kyogre-primal,100,150,90,180,160,90,770,PokéAPI,https://pokeapi.co/api/v2/pokemon/kyogre-primal,10077,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
383,groudon,groudon-primal,100,180,160,150,90,90,770,PokéAPI,https://pokeapi.co/api/v2/pokemon/groudon-primal,10078,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
384,rayquaza,rayquaza-mega,105,180,100,180,100,115,780,PokéAPI,https://pokeapi.co/api/v2/pokemon/rayquaza-mega,10079,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
25,pikachu,pikachu-rock-star,35,55,40,50,50,90,320,PokéAPI,https://pokeapi.co/api/v2/pokemon/pikachu-rock-star,10080,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
25,pikachu,pikachu-belle,35,55,40,50,50,90,320,PokéAPI,https://pokeapi.co/api/v2/pokemon/pikachu-belle,10081,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
25,pikachu,pikachu-pop-star,35,55,40,50,50,90,320,PokéAPI,https://pokeapi.co/api/v2/pokemon/pikachu-pop-star,10082,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
25,pikachu,pikachu-phd,35,55,40,50,50,90,320,PokéAPI,https://pokeapi.co/api/v2/pokemon/pikachu-phd,10083,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
25,pikachu,pikachu-libre,35,55,40,50,50,90,320,PokéAPI,https://pokeapi.co/api/v2/pokemon/pikachu-libre,10084,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
25,pikachu,pikachu-cosplay,35,55,40,50,50,90,320,PokéAPI,https://pokeapi.co/api/v2/pokemon/pikachu-cosplay,10085,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
720,hoopa,hoopa-unbound,80,160,60,170,130,80,680,PokéAPI,https://pokeapi.co/api/v2/pokemon/hoopa-unbound,10086,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
323,camerupt,camerupt-mega,70,120,100,145,105,20,560,PokéAPI,https://pokeapi.co/api/v2/pokemon/camerupt-mega,10087,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
428,lopunny,lopunny-mega,65,136,94,54,96,135,580,PokéAPI,https://pokeapi.co/api/v2/pokemon/lopunny-mega,10088,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
373,salamence,salamence-mega,95,145,130,120,90,120,700,PokéAPI,https://pokeapi.co/api/v2/pokemon/salamence-mega,10089,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
15,beedrill,beedrill-mega,65,150,40,15,80,145,495,PokéAPI,https://pokeapi.co/api/v2/pokemon/beedrill-mega,10090,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
19,rattata,rattata-alola,30,56,35,25,35,72,253,PokéAPI,https://pokeapi.co/api/v2/pokemon/rattata-alola,10091,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
20,raticate,raticate-alola,75,71,70,40,80,77,413,PokéAPI,https://pokeapi.co/api/v2/pokemon/raticate-alola,10092,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
20,raticate,raticate-totem-alola,75,71,70,40,80,77,413,PokéAPI,https://pokeapi.co/api/v2/pokemon/raticate-totem-alola,10093,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
25,pikachu,pikachu-original-cap,35,55,40,50,50,90,320,PokéAPI,https://pokeapi.co/api/v2/pokemon/pikachu-original-cap,10094,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
25,pikachu,pikachu-hoenn-cap,35,55,40,50,50,90,320,PokéAPI,https://pokeapi.co/api/v2/pokemon/pikachu-hoenn-cap,10095,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
25,pikachu,pikachu-sinnoh-cap,35,55,40,50,50,90,320,PokéAPI,https://pokeapi.co/api/v2/pokemon/pikachu-sinnoh-cap,10096,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
25,pikachu,pikachu-unova-cap,35,55,40,50,50,90,320,PokéAPI,https://pokeapi.co/api/v2/pokemon/pikachu-unova-cap,10097,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
25,pikachu,pikachu-kalos-cap,35,55,40,50,50,90,320,PokéAPI,https://pokeapi.co/api/v2/pokemon/pikachu-kalos-cap,10098,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
25,pikachu,pikachu-alola-cap,35,55,40,50,50,90,320,PokéAPI,https://pokeapi.co/api/v2/pokemon/pikachu-alola-cap,10099,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
26,raichu,raichu-alola,60,85,50,95,85,110,485,PokéAPI,https://pokeapi.co/api/v2/pokemon/raichu-alola,10100,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
27,sandshrew,sandshrew-alola,50,75,90,10,35,40,300,PokéAPI,https://pokeapi.co/api/v2/pokemon/sandshrew-alola,10101,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
28,sandslash,sandslash-alola,75,100,120,25,65,65,450,PokéAPI,https://pokeapi.co/api/v2/pokemon/sandslash-alola,10102,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
37,vulpix,vulpix-alola,38,41,40,50,65,65,299,PokéAPI,https://pokeapi.co/api/v2/pokemon/vulpix-alola,10103,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
38,ninetales,ninetales-alola,73,67,75,81,100,109,505,PokéAPI,https://pokeapi.co/api/v2/pokemon/ninetales-alola,10104,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
50,diglett,diglett-alola,10,55,30,35,45,90,265,PokéAPI,https://pokeapi.co/api/v2/pokemon/diglett-alola,10105,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
51,dugtrio,dugtrio-alola,35,100,60,50,70,110,425,PokéAPI,https://pokeapi.co/api/v2/pokemon/dugtrio-alola,10106,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
52,meowth,meowth-alola,40,35,35,50,40,90,290,PokéAPI,https://pokeapi.co/api/v2/pokemon/meowth-alola,10107,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
53,persian,persian-alola,65,60,60,75,65,115,440,PokéAPI,https://pokeapi.co/api/v2/pokemon/persian-alola,10108,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
74,geodude,geodude-alola,40,80,100,30,30,20,300,PokéAPI,https://pokeapi.co/api/v2/pokemon/geodude-alola,10109,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
75,graveler,graveler-alola,55,95,115,45,45,35,390,PokéAPI,https://pokeapi.co/api/v2/pokemon/graveler-alola,10110,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
76,golem,golem-alola,80,120,130,55,65,45,495,PokéAPI,https://pokeapi.co/api/v2/pokemon/golem-alola,10111,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
88,grimer,grimer-alola,80,80,50,40,50,25,325,PokéAPI,https://pokeapi.co/api/v2/pokemon/grimer-alola,10112,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
89,muk,muk-alola,105,105,75,65,100,50,500,PokéAPI,https://pokeapi.co/api/v2/pokemon/muk-alola,10113,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
103,exeggutor,exeggutor-alola,95,105,85,125,75,45,530,PokéAPI,https://pokeapi.co/api/v2/pokemon/exeggutor-alola,10114,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
105,marowak,marowak-alola,60,80,110,50,80,45,425,PokéAPI,https://pokeapi.co/api/v2/pokemon/marowak-alola,10115,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
658,greninja,greninja-battle-bond,72,95,67,103,71,122,530,PokéAPI,https://pokeapi.co/api/v2/pokemon/greninja-battle-bond,10116,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
658,greninja,greninja-ash,72,145,67,153,71,132,640,PokéAPI,https://pokeapi.co/api/v2/pokemon/greninja-ash,10117,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
718,zygarde,zygarde-10-power-construct,54,100,71,61,85,115,486,PokéAPI,https://pokeapi.co/api/v2/pokemon/zygarde-10-power-construct,10118,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
718,zygarde,zygarde-50-power-construct,108,100,121,81,95,95,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/zygarde-50-power-construct,10119,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
718,zygarde,zygarde-complete,216,100,121,91,95,85,708,PokéAPI,https://pokeapi.co/api/v2/pokemon/zygarde-complete,10120,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
735,gumshoos,gumshoos-totem,88,110,60,55,60,45,418,PokéAPI,https://pokeapi.co/api/v2/pokemon/gumshoos-totem,10121,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
738,vikavolt,vikavolt-totem,77,70,90,145,75,43,500,PokéAPI,https://pokeapi.co/api/v2/pokemon/vikavolt-totem,10122,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
741,oricorio,oricorio-pom-pom,75,70,70,98,70,93,476,PokéAPI,https://pokeapi.co/api/v2/pokemon/oricorio-pom-pom,10123,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
741,oricorio,oricorio-pau,75,70,70,98,70,93,476,PokéAPI,https://pokeapi.co/api/v2/pokemon/oricorio-pau,10124,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
741,oricorio,oricorio-sensu,75,70,70,98,70,93,476,PokéAPI,https://pokeapi.co/api/v2/pokemon/oricorio-sensu,10125,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
745,lycanroc,lycanroc-midnight,85,115,75,55,75,82,487,PokéAPI,https://pokeapi.co/api/v2/pokemon/lycanroc-midnight,10126,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
746,wishiwashi,wishiwashi-school,45,140,130,140,135,30,620,PokéAPI,https://pokeapi.co/api/v2/pokemon/wishiwashi-school,10127,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
754,lurantis,lurantis-totem,70,105,90,80,90,45,480,PokéAPI,https://pokeapi.co/api/v2/pokemon/lurantis-totem,10128,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
758,salazzle,salazzle-totem,68,64,60,111,60,117,480,PokéAPI,https://pokeapi.co/api/v2/pokemon/salazzle-totem,10129,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
774,minior,minior-orange-meteor,60,60,100,60,100,60,440,PokéAPI,https://pokeapi.co/api/v2/pokemon/minior-orange-meteor,10130,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
774,minior,minior-yellow-meteor,60,60,100,60,100,60,440,PokéAPI,https://pokeapi.co/api/v2/pokemon/minior-yellow-meteor,10131,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
774,minior,minior-green-meteor,60,60,100,60,100,60,440,PokéAPI,https://pokeapi.co/api/v2/pokemon/minior-green-meteor,10132,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
774,minior,minior-blue-meteor,60,60,100,60,100,60,440,PokéAPI,https://pokeapi.co/api/v2/pokemon/minior-blue-meteor,10133,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
774,minior,minior-indigo-meteor,60,60,100,60,100,60,440,PokéAPI,https://pokeapi.co/api/v2/pokemon/minior-indigo-meteor,10134,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
774,minior,minior-violet-meteor,60,60,100,60,100,60,440,PokéAPI,https://pokeapi.co/api/v2/pokemon/minior-violet-meteor,10135,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
774,minior,minior-red,60,100,60,100,60,120,500,PokéAPI,https://pokeapi.co/api/v2/pokemon/minior-red,10136,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
774,minior,minior-orange,60,100,60,100,60,120,500,PokéAPI,https://pokeapi.co/api/v2/pokemon/minior-orange,10137,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
774,minior,minior-yellow,60,100,60,100,60,120,500,PokéAPI,https://pokeapi.co/api/v2/pokemon/minior-yellow,10138,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
774,minior,minior-green,60,100,60,100,60,120,500,PokéAPI,https://pokeapi.co/api/v2/pokemon/minior-green,10139,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
774,minior,minior-blue,60,100,60,100,60,120,500,PokéAPI,https://pokeapi.co/api/v2/pokemon/minior-blue,10140,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
774,minior,minior-indigo,60,100,60,100,60,120,500,PokéAPI,https://pokeapi.co/api/v2/pokemon/minior-indigo,10141,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
774,minior,minior-violet,60,100,60,100,60,120,500,PokéAPI,https://pokeapi.co/api/v2/pokemon/minior-violet,10142,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
778,mimikyu,mimikyu-busted,55,90,80,50,105,96,476,PokéAPI,https://pokeapi.co/api/v2/pokemon/mimikyu-busted,10143,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
778,mimikyu,mimikyu-totem-disguised,55,90,80,50,105,96,476,PokéAPI,https://pokeapi.co/api/v2/pokemon/mimikyu-totem-disguised,10144,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
778,mimikyu,mimikyu-totem-busted,55,90,80,50,105,96,476,PokéAPI,https://pokeapi.co/api/v2/pokemon/mimikyu-totem-busted,10145,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
784,kommo-o,kommo-o-totem,75,110,125,100,105,85,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/kommo-o-totem,10146,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
801,magearna,magearna-original,80,95,115,130,115,65,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/magearna-original,10147,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
25,pikachu,pikachu-partner-cap,35,55,40,50,50,90,320,PokéAPI,https://pokeapi.co/api/v2/pokemon/pikachu-partner-cap,10148,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
105,marowak,marowak-totem,60,80,110,50,80,45,425,PokéAPI,https://pokeapi.co/api/v2/pokemon/marowak-totem,10149,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
743,ribombee,ribombee-totem,60,55,60,95,70,124,464,PokéAPI,https://pokeapi.co/api/v2/pokemon/ribombee-totem,10150,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
744,rockruff,rockruff-own-tempo,45,65,40,30,40,60,280,PokéAPI,https://pokeapi.co/api/v2/pokemon/rockruff-own-tempo,10151,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
745,lycanroc,lycanroc-dusk,75,117,65,55,65,110,487,PokéAPI,https://pokeapi.co/api/v2/pokemon/lycanroc-dusk,10152,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
752,araquanid,araquanid-totem,68,70,92,50,132,42,454,PokéAPI,https://pokeapi.co/api/v2/pokemon/araquanid-totem,10153,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
777,togedemaru,togedemaru-totem,65,98,63,40,73,96,435,PokéAPI,https://pokeapi.co/api/v2/pokemon/togedemaru-totem,10154,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
800,necrozma,necrozma-dusk,97,157,127,113,109,77,680,PokéAPI,https://pokeapi.co/api/v2/pokemon/necrozma-dusk,10155,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
800,necrozma,necrozma-dawn,97,113,109,157,127,77,680,PokéAPI,https://pokeapi.co/api/v2/pokemon/necrozma-dawn,10156,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
800,necrozma,necrozma-ultra,97,167,97,167,97,129,754,PokéAPI,https://pokeapi.co/api/v2/pokemon/necrozma-ultra,10157,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
25,pikachu,pikachu-starter,45,80,50,75,60,120,430,PokéAPI,https://pokeapi.co/api/v2/pokemon/pikachu-starter,10158,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
133,eevee,eevee-starter,65,75,70,65,85,75,435,PokéAPI,https://pokeapi.co/api/v2/pokemon/eevee-starter,10159,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
25,pikachu,pikachu-world-cap,35,55,40,50,50,90,320,PokéAPI,https://pokeapi.co/api/v2/pokemon/pikachu-world-cap,10160,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
52,meowth,meowth-galar,50,65,55,40,40,40,290,PokéAPI,https://pokeapi.co/api/v2/pokemon/meowth-galar,10161,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
77,ponyta,ponyta-galar,50,85,55,65,65,90,410,PokéAPI,https://pokeapi.co/api/v2/pokemon/ponyta-galar,10162,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
78,rapidash,rapidash-galar,65,100,70,80,80,105,500,PokéAPI,https://pokeapi.co/api/v2/pokemon/rapidash-galar,10163,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
79,slowpoke,slowpoke-galar,90,65,65,40,40,15,315,PokéAPI,https://pokeapi.co/api/v2/pokemon/slowpoke-galar,10164,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
80,slowbro,slowbro-galar,95,100,95,100,70,30,490,PokéAPI,https://pokeapi.co/api/v2/pokemon/slowbro-galar,10165,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
83,farfetchd,farfetchd-galar,52,95,55,58,62,55,377,PokéAPI,https://pokeapi.co/api/v2/pokemon/farfetchd-galar,10166,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
110,weezing,weezing-galar,65,90,120,85,70,60,490,PokéAPI,https://pokeapi.co/api/v2/pokemon/weezing-galar,10167,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
122,mr-mime,mr-mime-galar,50,65,65,90,90,100,460,PokéAPI,https://pokeapi.co/api/v2/pokemon/mr-mime-galar,10168,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
144,articuno,articuno-galar,90,85,85,125,100,95,580,PokéAPI,https://pokeapi.co/api/v2/pokemon/articuno-galar,10169,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
145,zapdos,zapdos-galar,90,125,90,85,90,100,580,PokéAPI,https://pokeapi.co/api/v2/pokemon/zapdos-galar,10170,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
146,moltres,moltres-galar,90,85,90,100,125,90,580,PokéAPI,https://pokeapi.co/api/v2/pokemon/moltres-galar,10171,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
199,slowking,slowking-galar,95,65,80,110,110,30,490,PokéAPI,https://pokeapi.co/api/v2/pokemon/slowking-galar,10172,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
222,corsola,corsola-galar,60,55,100,65,100,30,410,PokéAPI,https://pokeapi.co/api/v2/pokemon/corsola-galar,10173,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
263,zigzagoon,zigzagoon-galar,38,30,41,30,41,60,240,PokéAPI,https://pokeapi.co/api/v2/pokemon/zigzagoon-galar,10174,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
